slang,formal,context,category1,category2,category3
jugaaa,juga,"Iya udah lama, udah lama gak nonton mereka jugaaa @isnaarrifahh",elongasi,0,0
gilaaaa,gila,Cute gilaaaa ???? @n.ainnur,elongasi,0,0
tiga2nya,tiga-tiganya,"Triplets, tiga2nya. Sm Appa Ilkook jg @krtykck",reduplikasi,0,0
lucuu,lucu,@yolandinasphr @hafidha6699 lucuu banget aaaak,elongasi,0,0
emessss,gemas,Emessss @honiaisya,elongasi,zeroisasi,modifikasi vokal
ucullllll,lucu,Ucullllll @thasyaanandita,metatesis,elongasi,0
jdi,jadi,"Kangen mereka, pengganti triplets sumpah gk lucu bgt, jdi males nonton TROS",abreviasi,0,0
males,malas,"Kangen mereka, pengganti triplets sumpah gk lucu bgt, jdi males nonton TROS",modifikasi vokal,0,0
bangeettt,banget,Liattt!! Triplets masih unyu lucu bangeettt gemesshh?? @defierfatimah,elongasi,0,0
gemesshh,gemas,Liattt!! Triplets masih unyu lucu bangeettt gemesshh?? @defierfatimah,elongasi,modifikasi vokal,anaptiksis
ngomong,mengomong,@ladysirait anak ini ngomong apaaa ya ampuunn,afiksasi,0,0
apaaa,apa,@ladysirait anak ini ngomong apaaa ya ampuunn,elongasi,0,0
ampuunn,ampun,@ladysirait anak ini ngomong apaaa ya ampuunn,elongasi,0,0
pengen,pengin,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",modifikasi vokal,0,0
ciuuuummmm,cium,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",elongasi,0,0
mbil,sambil,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",zeroisasi,0,0
ngmng,mengomong,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",abreviasi,afiksasi,0
ngemeng,mengomong,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",modifikasi vokal,afiksasi,0
epe,apa,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",modifikasi vokal,0,0
seehh,sih,"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ?? @blacktiak",modifikasi vokal,elongasi,0
yank,sayang,@mochmalle yank mirip winter banget,zeroisasi,homofon,subtitusi
ucul,lucu,@assailaputri_29 ucul yahh kek gw,metatesis,0,0
yahh,ya,@assailaputri_29 ucul yahh kek gw,anaptiksis,elongasi,0
kek,kayak,@assailaputri_29 ucul yahh kek gw,abreviasi,modifikasi vokal,0
gw,gue,@assailaputri_29 ucul yahh kek gw,homofon,abreviasi,0
lucuu,lucu,Lucuu @anamaghfiroh82  @anisanelly  @_amelia_putri,elongasi,0,0
ngakak,mengakak,Aku aja ngakak ?? @_amelia_putri,afiksasi,0,0
astagfirrullah,astagfirullah,"Astagfirrullah te-, @anamaghfiroh82",elongasi,0,0
bkn,bukan,Bkn anjing itu memang tpi kucing @anisanelly,abreviasi,0,0
tpi,tapi,Bkn anjing itu memang tpi kucing @anisanelly,abreviasi,0,0
suerrr,suer,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",elongasi,0,0
gk,enggak,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",abreviasi,0,0
mnta,minta,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",abreviasi,0,0
lg,lagi,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",abreviasi,0,0
syg,sayang,"@aliya_373 pengen ini,, pengen ini.. Suerrr deh ?? gk akan mnta yg lain lg syg ???",abreviasi,0,0
ntik,cantik,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,zeroisasi,0,0
pny,punya,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,abreviasi,0,0
dapet,dapat,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,modifikasi vokal,0,0
kek,kayak,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,abreviasi,modifikasi vokal,0
gini,begini,Ntik lek anjing e kko pny anak dapet kek gini !! @evaristakharisma,abreviasi,0,0
suru,suruh,Ya aurly suru cari pacar sek too wkwkwk @adhy.1993,zeroisasi,0,0
lucuuuu,lucu,Lucuuuu ??? @fikohwidodo @ramadiantifanny,elongasi,0,0
ketawakkkk,ketawa,Huahahahhahahahahahahaha ...... saket perutku ketawakkkk @ayundadharmawan,anaptiksis,elongasi,0
kyanya,kayanya,"Itu bneran suara anjingnya,bkn kyanya tuh @andria_riasih",abreviasi,0,0
bnget,banget,@aeinieaeinie iya mba... Hihihi lucu bnget ya,abreviasi,0,0
nakutin,menakutkan,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,afiksasi,0,0
malingg,maling,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,elongasi,0,0
cocokk,cocok,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,elongasi,0,0
niihh,nih,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,elongasi,0,0
imutttttt,imut,Aaaaa imutttttt aku mau satuuuuu ????,elongasi,0,0
satuuuuu,satu,Aaaaa imutttttt aku mau satuuuuu ????,elongasi,0,0
sesekk,sesak,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,elongasi,modifikasi vokal,0
nafass,nafas,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,elongasi,0,0
bgtt,banget,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,abreviasi,elongasi,0
cintaaaaaaa,cinta,Wahai pujangga cintaaaaaaa? @sakinaahsly @nicholassaputra,elongasi,0,0
lucuk,lucu,Komennya lucuk lucuk @wedari,anaptiksis,0,0
lucuk,lucu,Komennya lucuk lucuk @wedari,anaptiksis,0,0
ma,sama,@heni.hasibuan  ngefans ma om nicholas dah lama,zeroisasi,0,0
duluu,dulu,Sama.. aku juga dari duluu.. dari dia masih kinclong mukanya.. sampe dia jadi gagah dan tangguh kayak gini.. ??? @aries6737,elongasi,0,0
megang,memegang,Roti sobeknya pengen bgt bisa megang ?????,afiksasi,0,0
ngakak,mengakak,@treswaluya @sukma.hidayat WKWKWKWKWKWKWKW ngakak tengah malam,afiksasi,0,0
kawinin,mengawini,"elaaaaaaah kalo gini caranya mah, minta kawinin wqwqwq",afiksasi,0,0
liatin,memperlihatkan,baru kali ini dia mau liatin muka ny d ig @farydha_kenchon ??,afiksasi,0,0
ny,nya,baru kali ini dia mau liatin muka ny d ig @farydha_kenchon ??,abreviasi,0,0
d,di,baru kali ini dia mau liatin muka ny d ig @farydha_kenchon ??,abreviasi,0,0
bdan,badan,"ganteng euy , bdan nyaaa gemesin @dhillee",abreviasi,0,0
nyaaa,nya,"ganteng euy , bdan nyaaa gemesin @dhillee",elongasi,0,0
gemesin,menggemaskan,"ganteng euy , bdan nyaaa gemesin @dhillee",afiksasi,0,0
daah,dah,Aku kiri kanan yg mana aja daah ??? @risnaais,elongasi,0,0
fotoin,memfoto,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah",afiksasi,0,0
ngaku,mengaku,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah",afiksasi,0,0
kaaa,kak,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah",elongasi,zeroisasi,0
ganteng2,ganteng-ganteng,Kembar nya ganteng2,reduplikasi,0,0
pcarny,pacarnya,Itu pcarny kak marcel..hahah yg kri lah kak.. ??,abreviasi,0,0
kri,kiri,Itu pcarny kak marcel..hahah yg kri lah kak.. ??,abreviasi,0,0
knpa,kenapa,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',abreviasi,0,0
pda,pada,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',abreviasi,0,0
cmn,cuman,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',abreviasi,0,0
gara2,gara-gara,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',reduplikasi,0,0
garuk2,garuk-garuk,Garuk2 tembokk @nrisdiana,reduplikasi,0,0
tembokk,tembok,Garuk2 tembokk @nrisdiana,elongasi,0,0
namax,namanya,Yg di tag namax @marcelchandra,word-value letter,0,0
kiriii,kiri,YANG KIRIII ?,elongasi,0,0
kyk,kayak,@nuruldhimas bun mau yg kyk gini.. Yg mana aja boleh dah.. Bungkusin atu..,abreviasi,0,0
bungkusin,bungkuskan,@nuruldhimas bun mau yg kyk gini.. Yg mana aja boleh dah.. Bungkusin atu..,afiksasi,0,0
atu,satu,@nuruldhimas bun mau yg kyk gini.. Yg mana aja boleh dah.. Bungkusin atu..,zeroisasi,0,0
dehhhh,deh,Aku yg kanan dehhhh @anggitayuning @fitzaamelya ?,elongasi,0,0
dongg,dong,Follback dongg kakk @mischach,elongasi,0,0
kakk,kak,Follback dongg kakk @mischach,elongasi,0,0
ngegantiin,menggantikan,Ga ada yg bisa ngegantiin sosok yoga saputra ?,afiksasi,0,0
alloh,allah,banget..... y alloh smpe saat ini msh trsa... khadirannyA,modifikasi vokal,0,0
smpe,sampai,banget..... y alloh smpe saat ini msh trsa... khadirannyA,abreviasi,monoftongisasi,0
msh,masih,banget..... y alloh smpe saat ini msh trsa... khadirannyA,abreviasi,0,0
trsa,terasa,banget..... y alloh smpe saat ini msh trsa... khadirannyA,abreviasi,0,0
khadirannya,kehadirannya,banget..... y alloh smpe saat ini msh trsa... khadirannyA,zeroisasi,0,0
fikiran,pikiran,"Ya allah ,,terus terang aku belum percaya,sejenak di fikiran ku tuh kak olga lagi sakit yang pasti akan sehat dan datang untuk menghiburku,namun itu hanya hayalanku,,kak aku harap kita bisa bersama selamanya di tempat yang paling terindah #amin",subtitusi,0,0
hayalanku,khayalanku,"Ya allah ,,terus terang aku belum percaya,sejenak di fikiran ku tuh kak olga lagi sakit yang pasti akan sehat dan datang untuk menghiburku,namun itu hanya hayalanku,,kak aku harap kita bisa bersama selamanya di tempat yang paling terindah #amin",zeroisasi,0,0
bru,baru,"Ya tuhan , sampe lupa kalo kak olga uda kaga ada ... Tadi bru nton film ""mengejar cinta olga"" liat film itu jdi keinget sama kak olga ...",abreviasi,0,0
nton,menonton,"Ya tuhan , sampe lupa kalo kak olga uda kaga ada ... Tadi bru nton film ""mengejar cinta olga"" liat film itu jdi keinget sama kak olga ...",abreviasi,afiksasi,0
jdi,jadi,"Ya tuhan , sampe lupa kalo kak olga uda kaga ada ... Tadi bru nton film ""mengejar cinta olga"" liat film itu jdi keinget sama kak olga ...",abreviasi,0,0
ngapain,mengapai,Kak Olga lagi ngapain yaa di surgaa aku kangenn,afiksasi,0,0
yaa,ya,Kak Olga lagi ngapain yaa di surgaa aku kangenn,elongasi,0,0
surgaa,surga,Kak Olga lagi ngapain yaa di surgaa aku kangenn,elongasi,0,0
kangenn,kangen,Kak Olga lagi ngapain yaa di surgaa aku kangenn,elongasi,0,0
kgn,kangen,Kak yoga meninggal ya pas banget hari ultah ya aku :'( jd kgn kakkkkk yoga({}) @olgasyahputra89 @ababilsky16 @ruben_onsu,abreviasi,0,0
kakkkkk,kak,Kak yoga meninggal ya pas banget hari ultah ya aku :'( jd kgn kakkkkk yoga({}) @olgasyahputra89 @ababilsky16 @ruben_onsu,elongasi,0,0
rinduuuuuuuuu,rindu,Rinduuuuuuuuu kak olga??,elongasi,0,0
ninggalin,meninggalkan,Kakak meninggal bertepatan pada rajanya Hari yaitu di hari :-) Jum'at :) masih gak percaya kalo kak Yoga pergi ninggalin dunia hiburan :'(,afiksasi,0,0
smg,semoga,Smg kk.olga di terangkhn kuburane amin,abreviasi,0,0
terangkhn,terangkan,Smg kk.olga di terangkhn kuburane amin,salah ketik,0,0
bgtttt,banget,Ya allah sedih bgtttt,abreviasi,elongasi,0
knp,kenapa,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
tuk,untuk,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,zeroisasi,0,0
slama,selama,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,zeroisasi,0,0
orng,orang,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
bngunlah,bangunlah,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
k,kak,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
bngun,bangun,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
ea,ya,"Ini mimpi bukan ea??? Y allah olga bangun dong?pangeran surga qu,,,,",subtitusi,0,0
qu,ku,"Ini mimpi bukan ea??? Y allah olga bangun dong?pangeran surga qu,,,,",homofon,subtitusi,0
hiri,hari,9 hiri yang lalu nya,salah ketik,0,0
klo,kalo,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",zeroisasi,0,0
"teman""ny",teman-temannya,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",reduplikasi,0,0
gtu,begitu,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",abreviasi,0,0
aza,saja,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",subtitusi,zeroisasi,0
dr,dari,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",abreviasi,0,0
"teman""ny",teman-temannya,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",reduplikasi,0,0
ny,nya,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",abreviasi,0,0
alm,almarhum,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",abreviasi,0,0
skrg,sekarang,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",abreviasi,0,0
knpa,kenapa,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",abreviasi,0,0
sie,sih,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",subtitusi,0,0
benet,benar,Benet bangetttt tuu,modifikasi vokal,salah ketik,0
bangetttt,banget,Benet bangetttt tuu,elongasi,0,0
tuu,tuh,Benet bangetttt tuu,zeroisasi,elongasi,0
skrang,sekarang,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
gda,enggak ada,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",akronim,abreviasi,0
trus,terus,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",zeroisasi,0,0
gantiin,menggantikan,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",afiksasi,0,0
sma,sama,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
jdi,jadi,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
gak,enggak,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",zeroisasi,0,0
kta,kata,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
kklau,kalau,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,elongasi,0
d,di,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
acra,acara,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
gk,enggak,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
sma,sama,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
kasian,kasihan,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",zeroisasi,0,0
bangett,banget,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",elongasi,0,0
yaaa ,ya,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",elongasi,0,0
